name,sector,confidence,has_startup_act_label,year_founded,label_date,website
SLAMA DATTES,food,high,True,,,http://www.slamadattes.com/
Split,fintech,medium,True,,,https://startup.gov.tn/en/null
Neopolis Development,tech,medium,True,,,https://www.neopolis-dev.com/
AIO Events,tech,medium,True,,,https://aio.events/
Elokencia,other,low,True,,,https://startup.gov.tn/en/null
Secret Sucré Kids,food,high,True,,,https://secretsucre.com/
Soul & Planet,ecommerce,high,True,,,https://www.soulandplanet.tn/
Pulpetech,cleantech,medium,True,,,http://www.pulpetech.com/
datavision,tech,high,True,,,http://www.datavision.company/
IDWEY,logistics,high,True,,,https://idwey.tn/
DCX,logistics,high,True,,,http://www.dcx.tn/
WeaveLines Studio / Damdoum,tech,medium,True,,,https://damdoum.app/
Datagram,tech,high,True,,,http://www.datagram.ai/
Optimalogistic,logistics,medium,True,,,http://www.optimalogistic.com/
HAKIM TECHNOLOGIES,tech,high,True,,,http://www.hakim-technologies.tn/
Ba9chich,food,medium,True,,,http://ba9chich.com/
Ahmini,ecommerce,high,True,,,http://www.ahmini.net/
Les Ateliers de Yallaa,artisanat,high,True,,,http://www.yallaa.tn/
NATULYN,cleantech,medium,True,,,http://www.natulyn.com/
DIDA MIND,edtech,medium,True,,,https://www.didamind.com/
"CC - Colombus Capital, The Infinite Trust",fintech,high,True,,,https://startup.gov.tn/en/www.colombus-capital.com
ellz and beyond Tunisie,ecommerce,high,True,,,http://www.ellz.net/
taderok,ecommerce,high,True,,,http://www.taderok.com/
QUIZ MENTOR,edtech,high,True,,,https://quizmentor.net/
KidzRise,edtech,high,True,,,https://www.kidzrise.com/
ZIGOFILTRE,cleantech,medium,True,,,https://startup.gov.tn/en/null
ClickBus,travel,high,True,,,http://www.clickbus.tn/
Controlmed,healthtech,medium,True,,,https://controlmed2.cms.webnode.fr/
Réseau social medical : Saheelha,healthtech,high,True,,,http://www.saheelha.com/
Supremcloud,tech,high,True,,,https://suprem.ai/
DRIVOXE.,logistics,high,True,,,https://startup.gov.tn/en/drivoxe.com
HAT Information Security Corporate,tech,high,True,,,https://startup.gov.tn/en/hat-training.com
Z-Partners,fintech,medium,True,,,https://www.capxvalue.com/
Smart Med SA,healthtech,medium,True,,,http://www.med.tn/
SMART LOGGER,logistics,high,True,,,http://www.smartlogger.tn/
Epilert,healthtech,high,True,,,http://epilert.io/
Chill&Lit,ecommerce,high,True,,,https://chillandlit.tn/
Luceor Labs,tech,medium,True,,,http://www.luceor-labs.com/
RESRV,other,low,True,,,https://startup.gov.tn/en/null
Shwoppy,marketplace,medium,True,,,http://www.shwoppy.com/
FACTOORYA,marketplace,medium,True,,,http://www.factoorya.com/
Healthcare Anywhere,healthtech,high,True,,,https://startup.gov.tn/en/null
ShippingLog,logistics,medium,True,,,https://www.shippinglog.tn/
FININFO SOLUTIONS,fintech,high,True,,,https://fininfosolutions.com/
UNIK CHIK,ecommerce,high,True,,,http://www.unikchic.com/
DigiMove,logistics,medium,True,,,https://startup.gov.tn/en/null
appro.tn,fintech,high,True,,,https://www.appro.tn/
bqube,tech,medium,True,,,https://www.bqubeits.com/
FreeOui,tech,high,True,,,http://www.freeoui.com/
NovaTEK Solution,tech,medium,True,,,http://novatek-solutions.com/
khallasli,ecommerce,medium,True,,,https://www.khallasli.com/
Kumulus,cleantech,medium,True,,,http://www.kumuluswater.com/
DATAERA,tech,high,True,,,https://www.data-era.co/
SAQARA INTERNATIONAL,ecommerce,high,True,,,https://www.saqara.com/
ORcompost,agritech,high,True,,,https://orcompost.odoo.com/
Bepeep Health,healthtech,high,True,,,https://startup.gov.tn/en/null
Drone Bee Solution,agritech,high,True,,,https://startup.gov.tn/en/null
ZID.tn,ecommerce,high,True,,,https://zid.tn/
Mymall.tn,ecommerce,high,True,,,http://www.mymall.tn/
Marcus studio,tech,medium,True,,,https://mrcus-studio.com/
BYEISSA,ecommerce,high,True,,,https://byeissa.com/
UTIK,logistics,high,True,,,http://www.utik.co/
Go Staff,tech,medium,True,,,http://www.gostaff.io/
Gigsdesk,marketplace,high,True,,,https://www.gigsdesk.com/
STRIKE MOTOTRS,marketplace,high,True,,,http://www.strikemotors.com/
Deli Solutions,food,high,True,,,https://www.monresto.net/
fixiha.tn,marketplace,medium,True,,,https://www.fixiha.tn/
EGAMarketplace,ecommerce,medium,True,,,https://egamarketplace.com/
ROBOGRAF,tech,medium,True,,,http://www.robograf.me/
iMMOTECH,tech,medium,True,,,https://immotech.app/en/products
Tunisiabiotech,healthtech,high,True,,,http://www.tunisiabiotech.com/
Menutium,food,high,True,,,https://menutium.com/
Panne.auto,marketplace,medium,True,,,https://startup.gov.tn/en/null
Technologia Academy,edtech,high,True,,,https://startup.gov.tn/en/null
أقضيلي,fintech,high,True,,,https://aqdhili.tn/
LASERSEVEN,tech,medium,True,,,https://laserseven.io/
CBM-EE,fintech,medium,True,,,https://ahyini.com/
Business Computer Services,tech,medium,True,,,https://startup.gov.tn/en/null
ProsperUs,fintech,high,True,,,http://www.prosperus.tech/
Le Comet,logistics,high,True,,,http://www.comet.tn/
DrillSERV,tech,high,True,,,http://www.drillserv-tunisia.com.tn/
Etakwin,logistics,medium,True,,,http://etakwin.com/
Poly,tech,medium,True,,,https://super-poly.vercel.app/
Go To Match,marketplace,medium,True,,,https://gotomatch.tn/
WattyGo : Founisseur 100% Tunisien de solutions intelligentes de recharge pour Véhicules Electriques,cleantech,high,True,,,https://startup.gov.tn/en/www.wattygo.com
Consulti,tech,medium,True,,,http://www.consulti.tn/
DeepAI,tech,high,True,,,https://deepai.tn/
Class Quiz,edtech,high,True,,,https://www.classquiz.tn/
Irbe7,ecommerce,high,True,,,https://startup.gov.tn/en/www.irbe7.com
Be bouncy,other,low,True,,,https://startup.gov.tn/en/null
Firnas Engineering,tech,medium,True,,,http://firnas.tn/
Shadoc,tech,low,True,,,http://shadoc.io/
FAZA,fintech,high,True,,,http://www.faza.tn/
Tuni'AR,tech,medium,True,,,http://tuniar.tn/
affipro,fintech,medium,True,,,http://affipro.tn/
CIVILAB,cleantech,medium,True,,,https://startup.gov.tn/en/civilab.co
sellya.net,ecommerce,medium,True,,,https://startup.gov.tn/en/sellya.net
Care-Up,healthtech,high,True,,,https://startup.gov.tn/en/null
Smart City,tech,medium,True,,,http://wow-soft.com/
Autoween,marketplace,medium,True,,,https://autoween.tn/
Waf Waf House,food,high,True,,,https://www.wafwafhouse.com/
OREADZ,edtech,high,True,,,https://oreadz.com/
Clic to know,edtech,medium,True,,,https://startup.gov.tn/en/null
EDUC'ART,edtech,medium,True,,,http://www.educart.tn/
Travaris,travel,high,True,,,https://travaris.app/
PALMOTEK.COM,tech,medium,True,,,https://www.palmotek.com/
Randev,healthtech,high,True,,,https://startup.gov.tn/en/app.randev.io
Societe Tunisian Online Teachers,edtech,high,True,,,http://www.tot.com.tn/
Koors,tech,medium,True,,,https://koors.io/
ArtForNess,ecommerce,high,True,,,https://www.artforness.com/
PEAK Technologies SARL,tech,medium,True,,,https://www.peak-cs.com/
Linkedfishers/Hookedup,marketplace,medium,True,,,http://linkedfishers.com/
Konnect,tech,medium,True,,,https://konnect.network/
Buzzbip,logistics,high,True,,,https://www.buzzbip.com/
KHEER,fintech,low,True,,,http://www.aptyx.io/
JUNIOR NETWORK,tech,high,True,,,https://www.aliendimension.com/
Rednaks – Fenix,tech,medium,True,,,http://%20www.thefenix.io/
SKANIT,tech,medium,True,,,https://skanit.net/
Paymee,fintech,medium,True,,,https://www.paymee.tn/
TechAccessibility,tech,high,True,,,http://www.techaccessibility.com/
study.tn,edtech,high,True,,,https://www.study.tn/
Logis Technologies,logistics,medium,True,,,http://www.logis.tn/
autoecoleplus.tn,cleantech,medium,True,,,https://autoecoleplus.tn/
KTN,logistics,medium,True,,,http://ktntraffic.wixsite.com/website
HSWARE,saas,low,True,,,https://startup.gov.tn/en/www.coadis.com
Lemarché.tn,marketplace,high,True,,,http://lemarche.tn/
OCTOMIRO,tech,high,True,,,https://startup.gov.tn/en/www.octomiro.ai
Tinith,tech,medium,True,,,http://www.tinith.com/
Smart Racing Hub,tech,high,True,,,https://tunisiafitnessgames.com/
SOAR,edtech,high,True,,,http://www.soar.tn/
Digibrain,tech,high,True,,,http://www.digibrainagency.com/
Neoshop,ecommerce,medium,True,,,http://www.neoshop.tn/
Market360Degrees,marketplace,medium,True,,,https://startup.gov.tn/en/null
Dorry,food,high,True,,,http://dorry.tn/
Meeda smart table,cleantech,high,True,,,https://www.kickstarter.com/projects/meeda/meeda-a-cooler-in-a-smart-table-suitable-for-indoor-outdoor
Quantylix Risk & Data,fintech,high,True,,,http://www.quantylix.com/
Cagnotte Fid,fintech,high,True,,,https://cagnottafid.tn/
Tunrooms/SV Tech SARL,travel,high,True,,,https://www.tunrooms.com/
Meditech,healthtech,medium,True,,,https://sites.google.com/view/anath-health-care
ilboursa.com,fintech,high,True,,,https://www.ilboursa.com/
Imaginario AI,tech,high,True,,,https://imaginario.ai/
AirGraph,tech,medium,True,,,https://startup.gov.tn/en/www.one-drone.fr
Talifouni+,marketplace,medium,True,,,https://talifouni.com/
SunAir Fountain® : Générateur d’eau de boisson atmosphérique par le solaire,cleantech,high,True,,,https://www.agua-de-sol.com/
Picstore,ecommerce,medium,True,,,https://www.picstore.tn/
Limonade Technologies,tech,high,True,,,http://limonade.tn/
Coachini,edtech,medium,True,,,https://startup.gov.tn/en/www.coachini.net
D-WEE,other,low,True,,,https://startup.gov.tn/en/null
Smart Mobility,tech,high,True,,,https://www.smartmobility-solutions.com/
NextAV,tech,medium,True,,,http://www.nextav-aero.com/
BioAgrihelpers (BAH),agritech,medium,True,,,http://www.bioagrihelper.com/
Tynass,ecommerce,high,True,,,https://tynass.com/
Journey رحلة كتاب,edtech,medium,True,,,https://www.thejourney.space/
Pas Comme Eux,other,high,True,,,https://startup.gov.tn/en/www.pascommeeux.com
Catrim,tech,medium,True,,,http://www.catrimtech.com/
